black	semantic
blue	semantic
cyan	semantic
darkBlue	semantic
darkCyan	semantic
darkGreen	semantic
darkMagenta	semantic
darkRed	semantic
darkYellow	semantic
green	semantic
lightGray	semantic
magenta	semantic
none	ignored
red	semantic
white	ignored
yellow	semantic
darkGray	semantic
